At timestep 30:0.000011 -0.000112 0.000011 0.000017 0.000000 -0.000011 -0.000000; -0.000183 0.000068 -0.000239 -1.570728 -0.000304 1.570979 0.785164; -0.002722 -0.001669 -0.006698 0.000645 -0.007875 0.000718 0.001272
At timestep 31:-0.000005 -0.000057 -0.000005 0.000012 -0.000000 -0.000005 -0.000000; -0.000186 0.000073 -0.000241 -1.570729 -0.000310 1.570979 0.785160; -0.002019 0.000697 -0.004186 -0.000403 -0.009541 0.000624 -0.000613
At timestep 32:-0.000001 -0.000068 -0.000001 0.000011 -0.000001 -0.000006 -0.000000; -0.000192 0.000075 -0.000252 -1.570725 -0.000315 1.570980 0.785165; -0.001500 0.000500 -0.005806 0.000568 -0.006972 0.000898 0.001047
At timestep 33:0.000002 -0.000059 0.000002 0.000009 -0.000000 -0.000006 -0.000000; -0.000201 0.000071 -0.000255 -1.570728 -0.000319 1.570985 0.785162; -0.002785 -0.000476 -0.004184 -0.000456 -0.004996 0.001020 -0.004780
At timestep 34:0.000022 -0.000098 0.000022 0.000010 0.000001 -0.000010 -0.000000; -0.000204 0.000065 -0.000264 -1.570722 -0.000321 1.570982 0.785162; -0.004173 -0.002061 -0.004787 0.001460 -0.003846 0.000402 -0.003562
At timestep 35:0.000038 -0.000130 0.000038 0.000014 0.000001 -0.000013 -0.000000; -0.000210 0.000062 -0.000267 -1.570722 -0.000329 1.570982 0.785166; -0.007083 -0.002287 -0.003367 0.000974 -0.004273 0.000653 -0.001402
At timestep 36:0.000007 -0.000103 0.000007 0.000014 0.000000 -0.000010 -0.000000; -0.000219 0.000065 -0.000271 -1.570725 -0.000333 1.570979 0.785161; -0.006152 -0.000586 -0.003305 -0.000278 -0.004155 -0.000242 -0.002875
At timestep 37:0.000016 -0.000219 0.000016 0.000028 -0.000001 -0.000020 -0.000000; -0.000229 0.000065 -0.000273 -1.570717 -0.000337 1.570984 0.785164; -0.008404 -0.000382 -0.005403 0.002413 -0.002988 0.000237 -0.001092
At timestep 38:-0.000014 -0.000276 -0.000014 0.000038 -0.000002 -0.000026 -0.000001; -0.000241 0.000068 -0.000271 -1.570722 -0.000343 1.570986 0.785160; -0.010128 0.000587 -0.005318 -0.000061 -0.006934 0.000517 -0.002101
At timestep 39:-0.000002 -0.000110 -0.000002 0.000015 -0.000001 -0.000010 -0.000000; -0.000238 0.000070 -0.000277 -1.570720 -0.000343 1.570986 0.785163; -0.003986 0.000396 -0.005820 0.000794 -0.003428 0.000359 -0.000507
